TYPEJOB;DEBUT;FIN;DUREE_SEC;ETAT
flux7CisRiPh;26/07/14 13:01:26;26/07/14 13:01:28;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 13:01:04;26/07/14 13:01:04;     0;ok
flux3CisRiPhBauxCc;26/07/14 13:00:41;26/07/14 13:00:42;     1;ok
flux1CisRiPhCc;26/07/14 13:00:11;26/07/14 13:00:13;     2;ok
flux13RiCisActivites;26/07/14 12:50:39;26/07/14 12:50:40;     1;ok
flux11RiCisContactBailleur;26/07/14 12:50:11;26/07/14 12:50:12;     1;ok
flux12CisRiActivites;26/07/14 12:40:24;26/07/14 12:40:24;     0;ok
flux10CisRiContactBailleur;26/07/14 12:40:10;26/07/14 12:40:11;     1;ok
flux14CisRiGedATransferer;26/07/14 12:04:55;26/07/14 12:13:25;   510;ok
flux9RiCisBailleur;26/07/14 12:04:25;26/07/14 12:04:26;     1;ok
flux8RiCisBailleur;26/07/14 12:03:46;26/07/14 12:03:47;     1;ok
flux6RiCisBailleur;26/07/14 12:03:15;26/07/14 12:03:16;     1;ok
flux4RiCisBailleur;26/07/14 12:02:50;26/07/14 12:02:51;     1;ok
flux2RiCisBailleur;26/07/14 12:02:20;26/07/14 12:02:21;     1;ok
flux7CisRiPh;26/07/14 12:01:46;26/07/14 12:01:48;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 12:01:21;26/07/14 12:01:22;     1;ok
flux3CisRiPhBauxCc;26/07/14 12:00:48;26/07/14 12:00:49;     1;ok
flux1CisRiPhCc;26/07/14 12:00:35;26/07/14 12:00:38;     3;ok
flux13RiCisActivites;26/07/14 11:50:45;26/07/14 11:50:46;     1;ok
flux11RiCisContactBailleur;26/07/14 11:50:21;26/07/14 11:50:22;     1;ok
flux12CisRiActivites;26/07/14 11:40:39;26/07/14 11:40:39;     0;ok
flux10CisRiContactBailleur;26/07/14 11:40:23;26/07/14 11:40:24;     1;ok
flux14CisRiGedATransferer;26/07/14 11:04:36;26/07/14 11:14:39;   603;ok
flux9RiCisBailleur;26/07/14 11:04:10;26/07/14 11:04:11;     1;ok
flux8RiCisBailleur;26/07/14 11:03:51;26/07/14 11:03:52;     1;ok
flux6RiCisBailleur;26/07/14 11:03:14;26/07/14 11:03:15;     1;ok
flux4RiCisBailleur;26/07/14 11:02:41;26/07/14 11:02:42;     1;ok
flux2RiCisBailleur;26/07/14 11:01:56;26/07/14 11:01:57;     1;ok
flux7CisRiPh;26/07/14 11:01:28;26/07/14 11:01:31;     3;ok
flux5CisRiPhBauxHorsCc;26/07/14 11:01:16;26/07/14 11:01:16;     0;ok
flux3CisRiPhBauxCc;26/07/14 11:00:36;26/07/14 11:00:36;     0;ok
flux1CisRiPhCc;26/07/14 11:00:12;26/07/14 11:00:14;     2;ok
flux13RiCisActivites;26/07/14 10:50:40;26/07/14 10:50:40;     0;ok
flux11RiCisContactBailleur;26/07/14 10:50:10;26/07/14 10:50:11;     1;ok
flux12CisRiActivites;26/07/14 10:40:35;26/07/14 10:40:35;     0;ok
flux10CisRiContactBailleur;26/07/14 10:40:10;26/07/14 10:40:11;     1;ok
flux14CisRiGedATransferer;26/07/14 10:04:21;26/07/14 10:12:52;   511;ok
flux9RiCisBailleur;26/07/14 10:03:54;26/07/14 10:03:55;     1;ok
flux8RiCisBailleur;26/07/14 10:03:21;26/07/14 10:03:22;     1;ok
flux6RiCisBailleur;26/07/14 10:03:01;26/07/14 10:03:01;     0;ok
flux4RiCisBailleur;26/07/14 10:02:18;26/07/14 10:02:19;     1;ok
flux2RiCisBailleur;26/07/14 10:02:04;26/07/14 10:02:05;     1;ok
flux7CisRiPh;26/07/14 10:01:26;26/07/14 10:01:30;     4;ok
flux5CisRiPhBauxHorsCc;26/07/14 10:00:51;26/07/14 10:00:52;     1;ok
flux3CisRiPhBauxCc;26/07/14 10:00:23;26/07/14 10:00:24;     1;ok
flux1CisRiPhCc;26/07/14 10:00:10;26/07/14 10:00:13;     3;ok
flux13RiCisActivites;26/07/14 09:50:36;26/07/14 09:50:37;     1;ok
flux11RiCisContactBailleur;26/07/14 09:50:10;26/07/14 09:50:11;     1;ok
flux12CisRiActivites;26/07/14 09:40:30;26/07/14 09:40:31;     1;ok
flux10CisRiContactBailleur;26/07/14 09:40:10;26/07/14 09:40:10;     0;ok
flux14CisRiGedATransferer;26/07/14 09:04:54;26/07/14 09:13:24;   510;ok
flux9RiCisBailleur;26/07/14 09:04:29;26/07/14 09:04:30;     1;ok
flux8RiCisBailleur;26/07/14 09:03:51;26/07/14 09:03:52;     1;ok
flux6RiCisBailleur;26/07/14 09:03:21;26/07/14 09:03:22;     1;ok
flux4RiCisBailleur;26/07/14 09:02:36;26/07/14 09:02:37;     1;ok
flux2RiCisBailleur;26/07/14 09:02:10;26/07/14 09:02:11;     1;ok
flux7CisRiPh;26/07/14 09:01:36;26/07/14 09:01:39;     3;ok
flux5CisRiPhBauxHorsCc;26/07/14 09:01:13;26/07/14 09:01:13;     0;ok
flux3CisRiPhBauxCc;26/07/14 09:00:57;26/07/14 09:00:58;     1;ok
flux1CisRiPhCc;26/07/14 09:00:41;26/07/14 09:00:43;     2;ok
jobLireEtudesCDE12;26/07/14 09:00:13;26/07/14 09:00:14;     1;ok
flux13RiCisActivites;26/07/14 08:50:41;26/07/14 08:50:41;     0;ok
flux11RiCisContactBailleur;26/07/14 08:50:11;26/07/14 08:50:11;     0;ok
flux12CisRiActivites;26/07/14 08:40:22;26/07/14 08:40:23;     1;ok
flux10CisRiContactBailleur;26/07/14 08:40:10;26/07/14 08:40:11;     1;ok
flux14CisRiGedATransferer;26/07/14 08:04:29;26/07/14 08:13:59;   570;ok
flux9RiCisBailleur;26/07/14 08:04:04;26/07/14 08:04:05;     1;ok
flux8RiCisBailleur;26/07/14 08:03:44;26/07/14 08:03:45;     1;ok
flux6RiCisBailleur;26/07/14 08:03:20;26/07/14 08:03:21;     1;ok
flux4RiCisBailleur;26/07/14 08:02:51;26/07/14 08:02:52;     1;ok
flux2RiCisBailleur;26/07/14 08:02:11;26/07/14 08:02:12;     1;ok
flux7CisRiPh;26/07/14 08:01:31;26/07/14 08:01:33;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 08:01:11;26/07/14 08:01:12;     1;ok
flux3CisRiPhBauxCc;26/07/14 08:00:41;26/07/14 08:00:42;     1;ok
flux1CisRiPhCc;26/07/14 08:00:11;26/07/14 08:00:13;     2;ok
flux13RiCisActivites;26/07/14 07:50:22;26/07/14 07:50:23;     1;ok
flux11RiCisContactBailleur;26/07/14 07:50:10;26/07/14 07:50:11;     1;ok
flux12CisRiActivites;26/07/14 07:40:31;26/07/14 07:40:31;     0;ok
flux10CisRiContactBailleur;26/07/14 07:40:10;26/07/14 07:40:11;     1;ok
flux14CisRiGedATransferer;26/07/14 07:03:57;26/07/14 07:14:22;   625;ok
flux9RiCisBailleur;26/07/14 07:03:21;26/07/14 07:03:22;     1;ok
flux8RiCisBailleur;26/07/14 07:02:53;26/07/14 07:02:53;     0;ok
flux6RiCisBailleur;26/07/14 07:02:37;26/07/14 07:02:38;     1;ok
flux4RiCisBailleur;26/07/14 07:02:17;26/07/14 07:02:18;     1;ok
flux2RiCisBailleur;26/07/14 07:02:04;26/07/14 07:02:05;     1;ok
flux7CisRiPh;26/07/14 07:01:41;26/07/14 07:01:43;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 07:01:14;26/07/14 07:01:15;     1;ok
flux3CisRiPhBauxCc;26/07/14 07:00:46;26/07/14 07:00:46;     0;ok
flux1CisRiPhCc;26/07/14 07:00:11;26/07/14 07:00:13;     2;ok
flux13RiCisActivites;26/07/14 06:50:39;26/07/14 06:50:40;     1;ok
flux11RiCisContactBailleur;26/07/14 06:50:10;26/07/14 06:50:11;     1;ok
flux12CisRiActivites;26/07/14 06:42:41;26/07/14 06:42:42;     1;ok
flux10CisRiContactBailleur;26/07/14 06:42:11;26/07/14 06:42:12;     1;ok
flux13RiCisActivites;26/07/14 06:40:41;26/07/14 06:40:42;     1;ok
flux11RiCisContactBailleur;26/07/14 06:40:11;26/07/14 06:40:12;     1;ok
flux12CisRiActivites;26/07/14 06:30:36;26/07/14 06:30:36;     0;ok
flux10CisRiContactBailleur;26/07/14 06:30:11;26/07/14 06:30:12;     1;ok
flux14CisRiGedATransferer;26/07/14 06:04:20;26/07/14 06:14:49;   629;ok
flux9RiCisBailleur;26/07/14 06:03:56;26/07/14 06:03:57;     1;ok
flux8RiCisBailleur;26/07/14 06:03:31;26/07/14 06:03:32;     1;ok
flux6RiCisBailleur;26/07/14 06:02:51;26/07/14 06:02:51;     0;ok
flux4RiCisBailleur;26/07/14 06:02:21;26/07/14 06:02:22;     1;ok
flux2RiCisBailleur;26/07/14 06:01:55;26/07/14 06:01:56;     1;ok
flux7CisRiPh;26/07/14 06:01:29;26/07/14 06:01:34;     5;ok
flux5CisRiPhBauxHorsCc;26/07/14 06:01:12;26/07/14 06:01:12;     0;ok
flux3CisRiPhBauxCc;26/07/14 06:00:39;26/07/14 06:00:40;     1;ok
flux1CisRiPhCc;26/07/14 06:00:12;26/07/14 06:00:27;    15;ok
jobqualifierBatchMails;26/07/14 00:02:31;26/07/14 00:02:31;     0;ok
jobqualifierAlerteDeploiementUCF;26/07/14 00:02:08;26/07/14 00:02:08;     0;ok
job_alerteDeploiementLotsC;26/07/14 00:01:44;26/07/14 00:01:44;     0;ok
exporterDeltasPhZdr;26/07/14 00:01:29;26/07/14 00:01:29;     0;ok
exporterCompletPhZdr;26/07/14 00:01:09;26/07/14 00:01:16;     7;ok
jobCreerEtudesB;25/07/14 20:16:35;25/07/14 20:16:36;     1;ok
creerAffaires;25/07/14 20:15:59;25/07/14 20:15:59;     0;ok
calculDateAuPlusTard;25/07/14 20:15:15;25/07/14 20:15:48;    33;ok
job_etape3Et4;25/07/14 20:14:51;25/07/14 20:14:52;     1;ok
cleanCouverturesPCE;25/07/14 20:14:15;25/07/14 20:14:15;     0;ok
jobLireEtudesAB;25/07/14 20:13:42;25/07/14 20:13:42;     0;ok
initZddAndPce;25/07/14 20:12:56;25/07/14 20:13:13;    17;ok
lotissementIntvn;25/07/14 20:06:51;25/07/14 20:12:24;   333;ok
chgtStatutIntvn;25/07/14 20:06:23;25/07/14 20:06:23;     0;ok
nbPceALotir;25/07/14 20:02:09;25/07/14 20:06:14;   245;ok
flux13RiCisActivites;25/07/14 19:50:24;25/07/14 19:50:25;     1;ok
flux11RiCisContactBailleur;25/07/14 19:50:10;25/07/14 19:50:11;     1;ok
flux12CisRiActivites;25/07/14 19:40:24;25/07/14 19:40:25;     1;ok
flux10CisRiContactBailleur;25/07/14 19:40:10;25/07/14 19:40:10;     0;ok
flux14CisRiGedATransferer;25/07/14 19:04:04;25/07/14 19:13:44;   580;ok
flux9RiCisBailleur;25/07/14 19:03:32;25/07/14 19:03:33;     1;ok
flux8RiCisBailleur;25/07/14 19:02:49;25/07/14 19:02:49;     0;ok
flux6RiCisBailleur;25/07/14 19:02:33;25/07/14 19:02:34;     1;ok
flux4RiCisBailleur;25/07/14 19:02:03;25/07/14 19:02:04;     1;ok
flux2RiCisBailleur;25/07/14 19:01:29;25/07/14 19:01:29;     0;ok
flux7CisRiPh;25/07/14 19:01:14;25/07/14 19:01:16;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 19:00:58;25/07/14 19:00:59;     1;ok
flux3CisRiPhBauxCc;25/07/14 19:00:29;25/07/14 19:00:30;     1;ok
jobLireEtudesCDE12;25/07/14 19:00:18;25/07/14 19:00:19;     1;ok
flux1CisRiPhCc;25/07/14 19:00:15;25/07/14 19:00:18;     3;ok
flux13RiCisActivites;25/07/14 18:50:42;25/07/14 18:50:43;     1;ok
flux11RiCisContactBailleur;25/07/14 18:50:10;25/07/14 18:50:11;     1;ok
flux12CisRiActivites;25/07/14 18:40:35;25/07/14 18:40:36;     1;ok
flux10CisRiContactBailleur;25/07/14 18:40:11;25/07/14 18:40:12;     1;ok
flux14CisRiGedATransferer;25/07/14 18:04:22;25/07/14 18:14:55;   633;ok
flux9RiCisBailleur;25/07/14 18:03:53;25/07/14 18:03:54;     1;ok
flux8RiCisBailleur;25/07/14 18:03:23;25/07/14 18:03:23;     0;ok
flux6RiCisBailleur;25/07/14 18:02:58;25/07/14 18:02:59;     1;ok
flux4RiCisBailleur;25/07/14 18:02:15;25/07/14 18:02:15;     0;ok
flux2RiCisBailleur;25/07/14 18:01:52;25/07/14 18:01:53;     1;ok
flux7CisRiPh;25/07/14 18:01:21;25/07/14 18:01:23;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 18:01:07;25/07/14 18:01:08;     1;ok
flux3CisRiPhBauxCc;25/07/14 18:00:26;25/07/14 18:00:27;     1;ok
flux1CisRiPhCc;25/07/14 18:00:11;25/07/14 18:00:13;     2;ok
flux13RiCisActivites;25/07/14 17:50:38;25/07/14 17:50:38;     0;ok
flux11RiCisContactBailleur;25/07/14 17:50:11;25/07/14 17:50:12;     1;ok
flux12CisRiActivites;25/07/14 17:40:27;25/07/14 17:40:27;     0;ok
flux10CisRiContactBailleur;25/07/14 17:40:10;25/07/14 17:40:11;     1;ok
flux14CisRiGedATransferer;25/07/14 17:04:47;25/07/14 17:13:16;   509;ok
flux9RiCisBailleur;25/07/14 17:04:21;25/07/14 17:04:22;     1;ok
flux8RiCisBailleur;25/07/14 17:03:58;25/07/14 17:03:58;     0;ok
flux6RiCisBailleur;25/07/14 17:03:28;25/07/14 17:03:29;     1;ok
flux4RiCisBailleur;25/07/14 17:02:54;25/07/14 17:02:55;     1;ok
flux2RiCisBailleur;25/07/14 17:02:28;25/07/14 17:02:28;     0;ok
flux7CisRiPh;25/07/14 17:01:42;25/07/14 17:01:44;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 17:01:23;25/07/14 17:01:23;     0;ok
flux3CisRiPhBauxCc;25/07/14 17:00:58;25/07/14 17:00:58;     0;ok
flux1CisRiPhCc;25/07/14 17:00:23;25/07/14 17:00:25;     2;ok
flux13RiCisActivites;25/07/14 16:50:26;25/07/14 16:50:27;     1;ok
flux11RiCisContactBailleur;25/07/14 16:50:11;25/07/14 16:50:11;     0;ok
flux12CisRiActivites;25/07/14 16:40:26;25/07/14 16:40:27;     1;ok
flux10CisRiContactBailleur;25/07/14 16:40:10;25/07/14 16:40:11;     1;ok
flux14CisRiGedATransferer;25/07/14 16:04:08;25/07/14 16:14:39;   631;ok
flux9RiCisBailleur;25/07/14 16:03:42;25/07/14 16:03:43;     1;ok
flux8RiCisBailleur;25/07/14 16:03:13;25/07/14 16:03:14;     1;ok
flux6RiCisBailleur;25/07/14 16:02:33;25/07/14 16:02:34;     1;ok
flux4RiCisBailleur;25/07/14 16:02:04;25/07/14 16:02:05;     1;ok
flux2RiCisBailleur;25/07/14 16:01:41;25/07/14 16:01:42;     1;ok
flux7CisRiPh;25/07/14 16:01:26;25/07/14 16:01:28;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 16:00:47;25/07/14 16:00:48;     1;ok
flux3CisRiPhBauxCc;25/07/14 16:00:26;25/07/14 16:00:26;     0;ok
flux1CisRiPhCc;25/07/14 16:00:10;25/07/14 16:00:12;     2;ok
flux13RiCisActivites;25/07/14 15:50:42;25/07/14 15:50:43;     1;ok
flux11RiCisContactBailleur;25/07/14 15:50:10;25/07/14 15:50:11;     1;ok
flux12CisRiActivites;25/07/14 15:40:38;25/07/14 15:40:38;     0;ok
flux10CisRiContactBailleur;25/07/14 15:40:11;25/07/14 15:40:11;     0;ok
flux14CisRiGedATransferer;25/07/14 15:04:10;25/07/14 15:12:39;   509;ok
flux9RiCisBailleur;25/07/14 15:03:41;25/07/14 15:03:42;     1;ok
flux8RiCisBailleur;25/07/14 15:03:16;25/07/14 15:03:16;     0;ok
flux6RiCisBailleur;25/07/14 15:02:36;25/07/14 15:02:37;     1;ok
flux4RiCisBailleur;25/07/14 15:02:10;25/07/14 15:02:11;     1;ok
flux2RiCisBailleur;25/07/14 15:01:46;25/07/14 15:01:47;     1;ok
flux7CisRiPh;25/07/14 15:01:19;25/07/14 15:01:22;     3;ok
flux5CisRiPhBauxHorsCc;25/07/14 15:00:56;25/07/14 15:00:56;     0;ok
flux3CisRiPhBauxCc;25/07/14 15:00:37;25/07/14 15:00:37;     0;ok
flux1CisRiPhCc;25/07/14 15:00:11;25/07/14 15:00:13;     2;ok
flux13RiCisActivites;25/07/14 14:50:36;25/07/14 14:50:36;     0;ok
flux11RiCisContactBailleur;25/07/14 14:50:11;25/07/14 14:50:12;     1;ok
flux12CisRiActivites;25/07/14 14:40:25;25/07/14 14:40:25;     0;ok
flux10CisRiContactBailleur;25/07/14 14:40:10;25/07/14 14:40:11;     1;ok
flux14CisRiGedATransferer;25/07/14 14:04:51;25/07/14 14:13:23;   512;ok
flux9RiCisBailleur;25/07/14 14:04:20;25/07/14 14:04:20;     0;ok
flux8RiCisBailleur;25/07/14 14:03:51;25/07/14 14:03:52;     1;ok
flux6RiCisBailleur;25/07/14 14:03:21;25/07/14 14:03:22;     1;ok
flux4RiCisBailleur;25/07/14 14:02:41;25/07/14 14:02:42;     1;ok
flux2RiCisBailleur;25/07/14 14:02:16;25/07/14 14:02:17;     1;ok
flux7CisRiPh;25/07/14 14:01:51;25/07/14 14:01:53;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 14:01:25;25/07/14 14:01:25;     0;ok
flux3CisRiPhBauxCc;25/07/14 14:00:58;25/07/14 14:00:59;     1;ok
flux1CisRiPhCc;25/07/14 14:00:36;25/07/14 14:00:38;     2;ok
jobLireEtudesCDE12;25/07/14 14:00:14;25/07/14 14:00:15;     1;ok
flux13RiCisActivites;25/07/14 13:50:24;25/07/14 13:50:25;     1;ok
flux11RiCisContactBailleur;25/07/14 13:50:10;25/07/14 13:50:11;     1;ok
flux12CisRiActivites;25/07/14 13:40:36;25/07/14 13:40:36;     0;ok
flux10CisRiContactBailleur;25/07/14 13:40:11;25/07/14 13:40:11;     0;ok
flux14CisRiGedATransferer;25/07/14 13:05:10;25/07/14 13:15:47;   637;ok
flux9RiCisBailleur;25/07/14 13:04:36;25/07/14 13:04:37;     1;ok
flux8RiCisBailleur;25/07/14 13:04:10;25/07/14 13:04:11;     1;ok
flux6RiCisBailleur;25/07/14 13:03:36;25/07/14 13:03:37;     1;ok
flux4RiCisBailleur;25/07/14 13:02:54;25/07/14 13:02:55;     1;ok
flux2RiCisBailleur;25/07/14 13:02:16;25/07/14 13:02:17;     1;ok
flux7CisRiPh;25/07/14 13:01:51;25/07/14 13:01:53;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 13:01:21;25/07/14 13:01:21;     0;ok
flux3CisRiPhBauxCc;25/07/14 13:00:41;25/07/14 13:00:41;     0;ok
flux1CisRiPhCc;25/07/14 13:00:11;25/07/14 13:00:13;     2;ok
flux13RiCisActivites;25/07/14 12:50:24;25/07/14 12:50:25;     1;ok
flux11RiCisContactBailleur;25/07/14 12:50:11;25/07/14 12:50:11;     0;ok
flux12CisRiActivites;25/07/14 12:40:41;25/07/14 12:40:41;     0;ok
flux10CisRiContactBailleur;25/07/14 12:40:11;25/07/14 12:40:12;     1;ok
flux14CisRiGedATransferer;25/07/14 12:04:25;25/07/14 12:12:54;   509;ok
flux9RiCisBailleur;25/07/14 12:04:10;25/07/14 12:04:11;     1;ok
flux8RiCisBailleur;25/07/14 12:03:24;25/07/14 12:03:25;     1;ok
flux6RiCisBailleur;25/07/14 12:02:59;25/07/14 12:03:00;     1;ok
flux4RiCisBailleur;25/07/14 12:02:29;25/07/14 12:02:30;     1;ok
flux2RiCisBailleur;25/07/14 12:01:59;25/07/14 12:01:59;     0;ok
flux7CisRiPh;25/07/14 12:01:26;25/07/14 12:01:28;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 12:01:05;25/07/14 12:01:06;     1;ok
flux3CisRiPhBauxCc;25/07/14 12:00:41;25/07/14 12:00:41;     0;ok
flux1CisRiPhCc;25/07/14 12:00:11;25/07/14 12:00:13;     2;ok
flux13RiCisActivites;25/07/14 11:50:41;25/07/14 11:50:41;     0;ok
flux11RiCisContactBailleur;25/07/14 11:50:11;25/07/14 11:50:12;     1;ok
flux12CisRiActivites;25/07/14 11:40:54;25/07/14 11:40:54;     0;ok
flux10CisRiContactBailleur;25/07/14 11:40:24;25/07/14 11:40:25;     1;ok
flux14CisRiGedATransferer;25/07/14 11:04:58;25/07/14 11:13:29;   511;ok
flux9RiCisBailleur;25/07/14 11:04:25;25/07/14 11:04:26;     1;ok
flux8RiCisBailleur;25/07/14 11:04:04;25/07/14 11:04:05;     1;ok
flux6RiCisBailleur;25/07/14 11:03:27;25/07/14 11:03:28;     1;ok
flux4RiCisBailleur;25/07/14 11:02:55;25/07/14 11:02:56;     1;ok
flux2RiCisBailleur;25/07/14 11:02:19;25/07/14 11:02:20;     1;ok
flux7CisRiPh;25/07/14 11:01:49;25/07/14 11:01:51;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 11:01:14;25/07/14 11:01:15;     1;ok
flux3CisRiPhBauxCc;25/07/14 11:00:44;25/07/14 11:00:44;     0;ok
flux1CisRiPhCc;25/07/14 11:00:11;25/07/14 11:00:13;     2;ok
flux13RiCisActivites;25/07/14 10:50:24;25/07/14 10:50:25;     1;ok
flux11RiCisContactBailleur;25/07/14 10:50:10;25/07/14 10:50:11;     1;ok
flux12CisRiActivites;25/07/14 10:40:37;25/07/14 10:40:37;     0;ok
flux10CisRiContactBailleur;25/07/14 10:40:11;25/07/14 10:40:11;     0;ok
flux14CisRiGedATransferer;25/07/14 10:04:39;25/07/14 10:13:08;   509;ok
flux9RiCisBailleur;25/07/14 10:04:14;25/07/14 10:04:15;     1;ok
flux8RiCisBailleur;25/07/14 10:03:50;25/07/14 10:03:51;     1;ok
flux6RiCisBailleur;25/07/14 10:03:20;25/07/14 10:03:21;     1;ok
flux4RiCisBailleur;25/07/14 10:02:34;25/07/14 10:02:35;     1;ok
flux2RiCisBailleur;25/07/14 10:02:04;25/07/14 10:02:05;     1;ok
flux7CisRiPh;25/07/14 10:01:39;25/07/14 10:01:41;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 10:01:24;25/07/14 10:01:25;     1;ok
flux3CisRiPhBauxCc;25/07/14 10:00:41;25/07/14 10:00:41;     0;ok
flux1CisRiPhCc;25/07/14 10:00:10;25/07/14 10:00:12;     2;ok
flux13RiCisActivites;25/07/14 09:50:24;25/07/14 09:50:25;     1;ok
flux11RiCisContactBailleur;25/07/14 09:50:10;25/07/14 09:50:11;     1;ok
flux12CisRiActivites;25/07/14 09:40:29;25/07/14 09:40:29;     0;ok
flux10CisRiContactBailleur;25/07/14 09:40:11;25/07/14 09:40:12;     1;ok
flux14CisRiGedATransferer;25/07/14 09:04:29;25/07/14 09:13:01;   512;ok
flux9RiCisBailleur;25/07/14 09:03:49;25/07/14 09:03:50;     1;ok
flux8RiCisBailleur;25/07/14 09:03:25;25/07/14 09:03:26;     1;ok
flux6RiCisBailleur;25/07/14 09:03:04;25/07/14 09:03:05;     1;ok
flux4RiCisBailleur;25/07/14 09:02:27;25/07/14 09:02:28;     1;ok
flux2RiCisBailleur;25/07/14 09:01:44;25/07/14 09:01:45;     1;ok
flux7CisRiPh;25/07/14 09:01:22;25/07/14 09:01:24;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 09:01:08;25/07/14 09:01:09;     1;ok
flux3CisRiPhBauxCc;25/07/14 09:00:47;25/07/14 09:00:48;     1;ok
flux1CisRiPhCc;25/07/14 09:00:32;25/07/14 09:00:34;     2;ok
jobLireEtudesCDE12;25/07/14 09:00:27;25/07/14 09:00:27;     0;ok
flux13RiCisActivites;25/07/14 08:50:27;25/07/14 08:50:27;     0;ok
flux11RiCisContactBailleur;25/07/14 08:50:10;25/07/14 08:50:11;     1;ok
flux12CisRiActivites;25/07/14 08:40:22;25/07/14 08:40:22;     0;ok
flux10CisRiContactBailleur;25/07/14 08:40:10;25/07/14 08:40:11;     1;ok
flux14CisRiGedATransferer;25/07/14 08:04:03;25/07/14 08:13:36;   573;ok
flux9RiCisBailleur;25/07/14 08:03:22;25/07/14 08:03:23;     1;ok
flux8RiCisBailleur;25/07/14 08:03:10;25/07/14 08:03:11;     1;ok
flux6RiCisBailleur;25/07/14 08:02:26;25/07/14 08:02:27;     1;ok
flux4RiCisBailleur;25/07/14 08:02:04;25/07/14 08:02:05;     1;ok
flux2RiCisBailleur;25/07/14 08:01:45;25/07/14 08:01:46;     1;ok
flux7CisRiPh;25/07/14 08:01:22;25/07/14 08:01:24;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 08:01:06;25/07/14 08:01:07;     1;ok
flux3CisRiPhBauxCc;25/07/14 08:00:27;25/07/14 08:00:27;     0;ok
flux1CisRiPhCc;25/07/14 08:00:11;25/07/14 08:00:13;     2;ok
flux13RiCisActivites;25/07/14 07:50:27;25/07/14 07:50:27;     0;ok
flux11RiCisContactBailleur;25/07/14 07:50:10;25/07/14 07:50:11;     1;ok
flux12CisRiActivites;25/07/14 07:40:29;25/07/14 07:40:30;     1;ok
flux10CisRiContactBailleur;25/07/14 07:40:10;25/07/14 07:40:10;     0;ok
flux14CisRiGedATransferer;25/07/14 07:03:49;25/07/14 07:14:46;   657;ok
flux9RiCisBailleur;25/07/14 07:03:15;25/07/14 07:03:15;     0;ok
flux8RiCisBailleur;25/07/14 07:02:41;25/07/14 07:02:42;     1;ok
flux6RiCisBailleur;25/07/14 07:02:26;25/07/14 07:02:27;     1;ok
flux4RiCisBailleur;25/07/14 07:02:11;25/07/14 07:02:12;     1;ok
flux2RiCisBailleur;25/07/14 07:01:58;25/07/14 07:01:59;     1;ok
flux7CisRiPh;25/07/14 07:01:26;25/07/14 07:01:28;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 07:01:05;25/07/14 07:01:06;     1;ok
flux3CisRiPhBauxCc;25/07/14 07:00:41;25/07/14 07:00:42;     1;ok
flux1CisRiPhCc;25/07/14 07:00:10;25/07/14 07:00:13;     3;ok
flux13RiCisActivites;25/07/14 06:50:44;25/07/14 06:50:45;     1;ok
flux11RiCisContactBailleur;25/07/14 06:50:10;25/07/14 06:50:11;     1;ok
flux12CisRiActivites;25/07/14 06:42:49;25/07/14 06:42:50;     1;ok
flux10CisRiContactBailleur;25/07/14 06:42:12;25/07/14 06:42:13;     1;ok
flux13RiCisActivites;25/07/14 06:40:32;25/07/14 06:40:33;     1;ok
flux11RiCisContactBailleur;25/07/14 06:40:11;25/07/14 06:40:12;     1;ok
flux12CisRiActivites;25/07/14 06:30:41;25/07/14 06:30:42;     1;ok
flux10CisRiContactBailleur;25/07/14 06:30:12;25/07/14 06:30:12;     0;ok
flux14CisRiGedATransferer;25/07/14 06:04:15;25/07/14 06:14:17;   602;ok
flux9RiCisBailleur;25/07/14 06:03:42;25/07/14 06:03:42;     0;ok
flux8RiCisBailleur;25/07/14 06:03:10;25/07/14 06:03:11;     1;ok
flux6RiCisBailleur;25/07/14 06:02:35;25/07/14 06:02:36;     1;ok
flux4RiCisBailleur;25/07/14 06:02:15;25/07/14 06:02:16;     1;ok
flux2RiCisBailleur;25/07/14 06:01:46;25/07/14 06:01:47;     1;ok
flux7CisRiPh;25/07/14 06:01:17;25/07/14 06:01:19;     2;ok
flux5CisRiPhBauxHorsCc;25/07/14 06:01:01;25/07/14 06:01:01;     0;ok
flux3CisRiPhBauxCc;25/07/14 06:00:32;25/07/14 06:00:32;     0;ok
flux1CisRiPhCc;25/07/14 06:00:11;25/07/14 06:00:17;     6;ok
jobqualifierBatchMails;25/07/14 00:03:04;25/07/14 00:03:05;     1;ok
